Abstract
"To overcome endoplasmic reticulum (ER) stress, ER-localized stress sensors actuate distinct downstream organelle-nucleus signaling pathways to invoke a cytoprotective response, known as the unfolded protein response (UPR). Compared to yeast ..."
Four leading cell biologists reflect on the controversial nature of the vector for transport between the ER and Golgi apparatus in higher plants.
"High levels of methylesterification of pectin allow for enhanced cell expansion, partitioning of resources to leaf growth, and increased leaf area for photosynthesis, which in turn enhance plant growth."
"Mechanisms that determine the cellular volume allocated to organelles are largely unknown. We demonstrate that in the plant Arabidopsis thaliana , a small gene family that encodes proteins of unknown ..."
"Much like a factory, the endoplasmic reticulum assembles simple cellular building blocks into complex molecular machines known as proteins. In order to protect the delicate protein folding process and ensure ..."
"In all eukaryotes, the unfolded protein response (UPR) relieves endoplasmic reticulum (ER) stress, which is a potentially lethal condition caused by the accumulation of misfolded proteins in the ER. In ..."
Plants are primary producers of food and oxygen on Earth and will likewise be indispensable to the establishment of large-scale sustainable ecosystems and human survival in space. To contribute to ...
"Keywords: Microbiome, Mars, Space science, Astronaut health, 16S rRNA gene"
No result found
"Low linear energy transfer (LET) gamma rays and high LET HZE (high atomic weight, high energy) particles act as powerful mutagens in both plants and animals. DNA damage generated by ..."
"Parabolic flights provide cost-effective, time-limited access to “weightless” or reduced gravity conditions, facilitating research and validation activities that complement infrequent and costly access to space. Although parabolic flights have been ..."
The purpose of this work was to evaluate the protein and mRNA expression levels of multiple cytoskeletal proteins in the cardiac and lung tissue of mice that were euthanized onboard ...
We examined the effects of ∼30 days of spaceflight on glycogen synthase kinase 3 (GSK3) content and inhibitory serine phosphorylation in murine muscle and bone samples from four separate missions ...
"Spending time in a microgravity environment is known to cause significant skeletal muscle atrophy and weakness via muscle unloading, which can be partly attributed to Ca 2+ dysregulation. The sarco(endo)plasmic ..."
"The heart and its cellular components are profoundly altered by missions to space and injury on Earth. Further research, however, is needed to characterize and address the molecular substrates of ..."
"Over the past 20+ years, the U.S. Government has made significant strides in establishing research funding and initiating a portfolio consisting of subject matter experts on radiation-induced biological effects in ..."
"Enterococcus faecalis is a multidrug resistant, opportunistic human pathogen and a leading cause of hospital acquired infections. Recently, isolates have been recovered from the air and surfaces onboard the International ..."
We differentiated mouse bone marrow cells in the presence of recombinant macrophage colony stimulating (rM-CSF) factor for 14 days during the flight of space shuttle Space Transportation System (STS)-126. We ...
"Ehrlichia chaffeensis is an obligate intracellular bacterium that causes human monocytic ehrlichiosis (HME). To determine what host components are important for bacterial replication, we performed microarray analysis on Drosophila melanogaster ..."
"Ehrlichia chaffeensis is a Gram-negative, obligate intracellular bacterium which causes the tick-borne disease human monocytic ehrlichiosis. In vertebrates, E. chaffeensis replicates in monocytes and macrophages. However, no clear cell or ..."
"African swine fever virus (ASFV) is a major threat to pig production and the lack of effective vaccines underscores the need to develop robust antiviral countermeasures. Pathologically, a significant elevation ..."
"In preparation for a space flight on STS-126, two in vitro culture systems were used to investigate macrophage colony stimulating factor-dependent macrophage differentiation from mouse primary bone marrow cells. The ..."
"Obesity is characterized by an increased recruitment of proinflammatory macrophages to the adipose tissue (AT), leading to systemic inflammation and metabolic disease. The pathogenesis of this AT inflammation, however, remains ..."
"Metabolic and immune mediators activate many of the same signal transduction pathways. Therefore, molecules that regulate metabolism often affect immune responses. Leptin is an adipokine that exemplifies this interplay. Leptin ..."
"Spaceflight is known to affect immune cell populations. In particular, splenic B cell numbers decrease during spaceflight and in ground-based physiological models. Although antibody isotype changes have been assessed during ..."
Antibody specificity and diversity are generated through the enzymatic splicing of genomic gene segments within each B cell. Antibodies are heterodimers of heavy- and light-chains encoded on separate loci. We ...
"Spaceflight has been shown to suppress the adaptive immune response, altering the distribution and function of lymphocyte populations. B lymphocytes express highly specific and highly diversified receptors, known as immunoglobulins ..."
"Sequencing antibody repertoires has steadily become cheaper and easier. Sequencing methods usually rely on some form of amplification, often a massively multiplexed PCR prior to sequencing. To eliminate potential biases ..."
"This report concerns the preclinical development of TAK-754, an AAV8-based human factor VIII (FVIII) vector designed to deliver a codon-optimized and CpG-depleted B domain-deleted F8 transgene under the control of ..."
"This report concerns the preclinical development of TAK-754, an AAV8-based human factor VIII (FVIII) vector designed to deliver a codon-optimized and CpG-depleted B domain-deleted F8 transgene under the control of ..."
Ab repertoire diversity plays a critical role in the host’s ability to fight pathogens. CDR3 is partially responsible for Ab–Ag binding and is a significant source of diversity in the ...
"Ovarian steroids dramatically impact normal homeostatic and metabolic processes of most tissues within the body, including muscle, bone, neural, immune, cardiovascular, and reproductive systems. Determining the effects of spaceflight on ..."
Abundant populations of bacteria have been observed on Mir and the International Space Station. While some experiments have shown that bacteria cultured during spaceflight exhibit a range of potentially troublesome ...
"Understanding the effects of spaceflight on microbial communities is crucial for the success of long-term, manned space missions. Surface-associated bacterial communities, known as biofilms, were abundant on the Mir space ..."
"With the development of transcriptomic technologies, we are able to quantify precise changes in gene expression profiles from astronauts and other organisms exposed to spaceflight. Members of NASA GeneLab and ..."
"The mission of NASA’s GeneLab database ( https://genelab.nasa.gov/ ) is to collect, curate, and provide access to the genomic, transcriptomic, proteomic and metabolomic (so-called ‘omics’) data from biospecimens flown in ..."
"Spaceflight is known to impose changes on human physiology with unknown molecular etiologies. To reveal these causes, we used a multi-omics, systems biology analytical approach using biomedical profiles from fifty-nine ..."
"Space agencies have announced plans for human missions to the Moon to prepare for Mars. However, the space environment presents stressors that include radiation, microgravity, and isolation. Understanding how these ..."
There has long been an interest in understanding how the hazards from spaceflight may trigger or exacerbate human diseases. With the goal of advancing our knowledge on physiological changes during ...
"With the development of transcriptomic technologies, we are able to quantify precise changes in gene expression profiles from astronauts and other organisms exposed to spaceflight. Members of NASA GeneLab and ..."
"Impairment of the central nervous system (CNS) poses a significant health risk for astronauts during long-duration space missions. In this study, we employed an innovative approach by integrating single-cell multiomics ..."
No result found
The increasing accessibility of commercial and private space travel necessitates a profound understanding of its impact on human health. The NASA Open Science Data Repository (OSDR) provides transparent and FAIR ...
One of the greatest challenges of humanity for deep space exploration is to fully understand how altered gravitational conditions affect human physiology. It is evident that the spaceflight environment causes ...
NASA’s space life sciences research programs established a decades-long legacy of enhancing our ability to safely explore the cosmos. From Skylab and the Space Shuttle Program to the NASA Balloon ...
"Fluid and macromolecule transport from the interstitium into and through lymphatic vessels is necessary for tissue homeostasis. While lymphatic capillary structure suggests that passive, paracellular transport would be the predominate ..."
"Human occupied built environments are no longer confined to Earth. In fact, there have been humans living and working in low-Earth orbit on the International Space Station (ISS) since November ..."
"The commercialization of space travel will soon lead to many more people living and working in unique built environments similar to the International Space Station, which is a specialized closed ..."
Bone loss with aging and menopause may be linked to vascular endothelial dysfunction. The purpose of the study was to determine whether putative modifications in endothelium-dependent vasodilation of the principal ...
Chronic skeletal unloading diminishes hindlimb bone blood flow. The purpose of the present investigation was to determine 1) whether 7 and 14 days of skeletal unloading alters femoral bone and ...
"Adipose tissue (AT), which typically comprises an increased percentage of body mass with advancing age, receives a large proportion of resting cardiac output. During exercise, an old age-associated inability to ..."
"Following exposure to microgravity, there is a reduced ability of astronauts to augment peripheral vascular resistance, often resulting in orthostatic hypotension. The purpose of this study was to test the ..."
Evidence indicates that cerebral blood flow is both increased and diminished in astronauts on return to Earth. Data from ground-based animal models simulating the effects of microgravity have shown that ...
The principal nutrient artery to the femur demonstrates an increase in nitric oxide mediated vasodilation in rats after treadmill exercise training. The present study sought to determine whether exercise training ...
Spaceflight and prolonged bed rest induce deconditioning of the cardiovascular system and bone loss. Previous research has shown declines in femoral bone and marrow perfusion during unloading and with subsequent ...
Bone health and cardiovascular function are compromised in individuals with type 2 diabetes mellitus (T2DM). The purpose of the present study was to determine whether skeletal vascular control mechanisms are ...
"Conditions during spaceflight, such as the loss of the head-to-foot gravity vector, are thought to potentially alter cerebral blood flow and vascular resistance. The purpose of the present study was ..."
"As multiple spacefaring nations contemplate extended manned missions to Mars and the Moon, health risks could be elevated as travel goes beyond the Earth’s protective magnetosphere into the more intense ..."
Coronary microvascular function and blood flow responses during acute exercise are impaired in the aged heart but can be restored by exercise training. Coronary microvascular resistance is directly dependent on ...
Astronauts are reported to have experienced some impairment in visual acuity during their mission on the International Space Station (ISS) and after they returned to Earth. There is emerging evidence ...
Introduction : Mechanical forces and sympathetic influences are key determinants of vascular structure and function. This study tested the hypothesis that hindlimb unloading (HU) exerts diverse effects on forelimb and ...
Astronauts exhibit an assortment of clinical abnormalities in their eyes during long-duration spaceflight. The purpose of this study was to determine whether spaceflight induces epigenomic and transcriptomic reprogramming in the ...
"The present study examined the morphological development of the otolith vestibular receptors in quail. Here we describe epithelial growth, hair cell density, stereocilia polarization, and afferent nerve innervation during development. ..."
"In all species studied, afferents from semicircular canals and otolith organs converge on central neurons in the brainstem. However, the spatial and temporal relationships between converging inputs and how these ..."
Bone remodeling of the auditory ossicles and the otic capsule is highly restricted and tightly controlled by the osteoprotegerin (OPG) / receptor activator of nuclear factor kappa-B ligand (RANKL) / ...
"The primary energy sources of mammalian cells are proteins, fats and sugars that are processed by well-known biochemical mechanisms that have been discovered and studied in 1G (terrestrial gravity). Here ..."
Here we demonstrate that human neural stem cells (NSCs) proliferate while in space and they express specific NSC markers after being in space. NSCs displayed both higher oxygen consumption and ...
No result found
"Considering the imminence of long-term space travel, it is necessary to investigate the impact of space microgravity (SPC-µG) in order to determine if this environment has consequences on the astronauts’ ..."
Intracranial hypertension (ICP) and visual impairment intracranial pressure (VIIP) are some of the consequences of long-term space missions. Here we examined the behavior of oligodendrocyte progenitors (OLPs) after space flight ...
Intracranial hypertension (ICP) and visual impairment intracranial pressure (VIIP) are some of the sequels of long-term space missions. Here we sought to determine how space microgravity (µG) impacts the metabolomics ...
"The change in gravitational force has a significant effect on biological tissues and the entire organism. As with any alteration in the environment, microgravity (µG) produces modifications in the system ..."
Space exploration objectives will soon move from low Earth orbit to distant destinations like Moon and Mars. The present work provides an up-to-date roadmap that identifies critical research gaps related ...
Life in spaceflight demonstrates remarkable acclimation processes within the specialized habitats of vehicles subjected to the myriad of unique environmental issues associated with orbital trajectories. To examine the response processes ...
Our primary aim was to determine whether gravity has a direct role in establishing the auxin-mediated gravity-sensing system in primary roots. Major plant architectures have long been thought to be ...
"Skewing root patterns provide key insights into root growth strategies and mechanisms that produce root architectures. Roots exhibit skewing and waving when grown on a tilted, impenetrable surface. The genetics ..."
"In this article we report the identification of T-DNA (transfer DNA) insertion sites within two different gene regions in the genome of an Arabidopsis mutant line, SALK_084889. The T-DNA positions ..."
Experimentation on the International Space Station has reached the stage where repeated and nuanced transcriptome studies are beginning to illuminate the structural and metabolic differences between plants grown in space ...
In this article we report the identification of a homozygous lethal T-DNA (transfer DNA) line within the coding region of the At1G05290 gene in the genome of Arabidopsis thaliana (Arabidopsis) ...
"An imaging system was refined to monitor the health of vegetation grown in controlled conditions using spectral reflectance patterns. To measure plant health, the single‐image normalized difference vegetation index (SI‐NDVI) ..."
"The root apex is an important region involved in environmental sensing, but comprises a very small part of the root. Obtaining root apex transcriptomes is therefore challenging when the samples ..."
"Plants grown in spaceflight experience novel environmental signals, including those associated with microgravity and ionizing radiation. Spaceflight triggers a response involving transcriptional re-programming and altered cell morphology, though many aspects ..."
The EDEN ISS greenhouse is a space-analog test facility near the German Neumayer III station in Antarctica. The facility is part of the project of the same name and was ...
"The observation that plant roots skew in microgravity recently refuted the long-held conviction that skewing was a gravity-dependent phenomenon. Further, spaceflight root skewing suggests that specific root morphologies and cell ..."
"The effects of spaceflight on cartilaginous structure are largely unknown. To address this deficiency, articular cartilage (AC) and sternal cartilage (SC) from mice exposed to 30 days of microgravity on ..."
"Spaceflight imposes several unique stresses on biological life that together can have a profound impact on the homeostasis between eukaryotes and their associated microbes. One such stressor, microgravity, has been ..."
"Recent research has shown that the microbiota affects the biology of associated host epithelial tissues, including their circadian rhythms, although few data are available on how such influences shape the ..."
"Animal–microbe associations are critical drivers of evolutionary innovation, yet the origin of specialized symbiotic organs remains largely unexplored. We analyzed the genome of Euprymna scolopes , a model cephalopod, and ..."
"Reduced gravity, or microgravity, can have a pronounced impact on the physiology of animals, but the effects on their associated microbiomes are not well understood. Here, the impact of modeled ..."
"Coleoid cephalopods (squid, cuttlefish, octopus) have the largest nervous system among invertebrates that together with many lineage-specific morphological traits enables complex behaviors. The genomic basis underlying these innovations remains unknown. ..."
"Spaceflight is a novel and profoundly stressful environment for life. One aspect of spaceflight, microgravity, has been shown to perturb animal physiology thereby posing numerous health risks, including dysregulation of ..."
Three-dimensionally woven poly(ε-caprolactone)(PCL) scaffolds were combined with adult human mesenchymal stem cells (hMSC) to engineer mechanically functional cartilage constructs in vitro . The specific objectives were to: (i) produce PCL ...
Human mesenchymal stem cells (hMSCs) and three-dimensional (3D) woven poly(ɛ-caprolactone) (PCL) scaffolds are promising tools for skeletal tissue engineering. We hypothesized that in vitro culture duration and medium additives can ...
No result found
"The ISS rodent habitat has provided crucial insights into the impact of spaceflight on mammals, inducing symptoms characteristic of liver disease, insulin resistance, osteopenia, and myopathy. Although these physiological responses ..."
"While studies have shown an increase in pathogenicity in several microbes during spaceflight and after exposure to simulated microgravity, the mechanisms underlying these changes in phenotype are not understood across ..."
"A single strain from the family Paenibacillaceae was isolated from the wall behind the Waste Hygiene Compartment aboard the International Space Station (ISS) in April 2018, as part of the ..."
Several investigations on the microbial diversity and functional properties of the International Space Station (ISS) environment were carried out to understand the influence of spaceflight conditions on the microbial population. ...
"The microbiome of the built environment comprises bacterial, archaeal, fungal, and viral communities associated with human-made structures. Even though most of these microbes are benign, antibiotic-resistant pathogens can colonize and ..."
"Extracellular purine nucleotides appear capable of regulating plant development, defence and stress responses by acting in part as agonists of plasma membrane calcium channels. Factors stimulating ATP release include wounding, ..."
"Root gravitropism relies on gravity perception by the root cap and requires tightly regulated phytohormone signaling. Here, we isolate a rice mutant that displays root coiling in hydroponics but normal ..."
"Root gravitropism relies on gravity perception by the root cap and requires tightly regulated phytohormone signaling. Here, we isolate a rice mutant that displays root coiling in hydroponics but normal ..."
"This work documents a previously unreported plant-wide signaling system based on the rapid, long-distance transmission of Ca 2+ waves. In the root these waves move through the cortical and endodermal ..."
"Root gravitropism relies on gravity perception by the root cap and requires tightly regulated phytohormone signaling. Here, we isolate a rice mutant that displays root coiling in hydroponics but normal ..."
"The highly restricted movement of amyloplasts in graviperceptive cells of zig-1 hypocotyls is overcome by wortmannin treatment, suggesting a physical association between amyloplasts and the vacuole. Key words: Amyloplasts, cytoskeleton, ..."
Mathematical modeling coupled with direct measurement of Ca 2+ and ROS dynamics suggest that ROS-assisted calcium-induced calcium release propagates stress-induced Ca 2+ waves in plants.
The reactive oxygen species wave propagates through vascular bundles during the systemic response of Arabidopsis ( Arabidopsis thaliana ) plants to excess light stress.
"Calcium ions are predicted to be key signaling entities during biotic interactions, with calcium signaling forming an established part of the plant defense response to microbial elicitors and to wounding ..."
"Plants show a rapid systemic response to a wide range of environmental stresses, where the signals from the site of stimulus perception are transmitted to distal organs to elicit plant-wide ..."
"Animals rely on nervous systems to cope with environmental variability, whereas plants are characterized by lack of nervous system but still have evolved systemic communication systems through signaling molecules that ..."
Recent advances in the routine access to space along with increasing opportunities to perform plant growth experiments on board the International Space Station have led to an ever-increasing body of ...
Ca 2+ signaling is closely linked to the triggering of plant immune responses. We show that when the bacterial elicitor peptide flg22 is used to trigger immune responses in mutants ...
"Plants possess a systemic signaling system whereby local stimuli can lead to rapid, plant-wide responses. In addition to the redistribution of chemical messengers that range from RNAs and peptides to ..."
"In addition to microgravity, spaceflight simultaneously exposes biology to a suite of other stimuli. For example, in space, organisms experience ionizing radiation environments that significantly differ in both quality and ..."
"A plant’s oxygen supply can vary from normal (normoxia) to total depletion (anoxia). Tolerance to anoxia is relevant to wetland species, rice ( Oryza sativa ) cultivation, and submergence tolerance ..."
"Spaceflight presents a multifaceted environment for plants, combining the effects on growth of many stressors and factors including altered gravity, the influence of experiment hardware, and increased radiation exposure. To ..."
"Osteoporosis can profoundly affect the aged as a consequence of progressive bone loss; high-dose ionizing radiation can cause similar changes, although less is known about lower doses (≤100 cGy). We ..."
"Exposure to ionizing radiation can cause rapid mineral loss and increase bone-resorbing osteoclasts within metabolically active, cancellous bone tissue leading to structural deficits. To better understand mechanisms involved in rapid, ..."
"Even with recent scientific advancements, challenges posed by limited resources and capabilities at the time of sample dissection continue to limit the collection of high quality tissues from experiments that ..."
"Prolonged spaceflight is known to cause vascular deconditioning and remodeling. Tail suspension, a widely used spaceflight analog, is reported to result in vascular remodeling of rats. However, little is known ..."
Spaceflight entails exposure to numerous environmental challenges with the potential to contribute to both musculoskeletal and vascular dysfunction. The purpose of this review is to describe current understanding of microgravity ...
"The hindlimb unloading (HU) model has been used extensively to simulate the cephalad fluid shift and musculoskeletal disuse observed in spaceflight with its application expanding to study immune, cardiovascular and ..."
"Animal models are useful for exploring the health consequences of prolonged spaceflight. Capabilities were developed to perform experiments in low earth orbit with on-board sample recovery, thereby avoiding complications caused ..."
The mechanisms triggering disuse muscle atrophy remain of debate. It is becoming evident that mitochondrial dysfunction may regulate pathways controlling muscle mass. We have recently shown that mitochondrial dysfunction plays ...
"Isolation on Earth can alter physiology and signaling of organs systems, including the central nervous system. Although not in complete solitude, astronauts operate in an isolated environment during spaceflight. In ..."
N 6 -threonylcarbamoyl-adenosine (t6A) is one of the few RNA modifications that is universally present in life. This modification occurs at high frequency at position 37 of most tRNAs that ...
"The evolutionary success of parasitoid wasps, a highly diverse group of insects widely used in biocontrol, depends on a variety of life history strategies in conflict with those of their ..."
This study reports on a putative eicosanoid biosynthesis pathway in Drosophila melanogaster and challenges the currently held view that mechanistic routes to synthesize eicosanoid or eicosanoid-like biolipids do not exist ...
"Leptopilina heterotoma are obligate parasitoid wasps that develop in the body of their Drosophila hosts. During oviposition, female wasps introduce venom into the larval hosts’ body cavity. The venom contains ..."
"While it has been shown that astronauts suffer immune disorders after spaceflight, the underlying causes are still poorly understood and there are many variables to consider when investigating the immune ..."
"The wasps Leptopilina heterotoma parasitize and ingest their Drosophila hosts. They produce extracellular vesicles (EVs) in the venom that are packed with proteins, some of which perform immune suppressive functions. ..."
"As generalist parasitoid wasps, Leptopilina heterotoma are highly successful on many species of fruit flies of the genus Drosophila . The parasitoids produce specialized multi-strategy extracellular vesicle (EV)-like structures in ..."
"While fruit flies ( Drosophila melanogaster ) and humans exhibit immune system dysfunction in space, studies examining their immune systems’ interactions with natural parasites in space are lacking. Drosophila parasitoid ..."
"While fruit flies ( Drosophila melanogaster ) and humans exhibit immune system dysfunction in space, studies examining their immune systems’ interactions with natural parasites in space are lacking. Drosophila parasitoid ..."
